SPECIES,SOURCE,X,Y,DEF,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
jpbw,USA,350000,820000,6,-518,0,0,0,0,0,0,0,29,480,-504,-5,0,141,-130,-11,0,0,0,0,0,0,0
jpbw,USA,350000,795000,6,-1312,0,0,0,0,0,0,382,-169,441,-642,-12,0,255,-255,0,0,0,0,0,0,0,0
jpbw,USA,350000,770000,4,-64,0,0,0,0,0,0,50,-40,0,-10,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,4e+05,520000,4,-572,0,0,0,0,0,0,0,0,0,0,353,6,-359,213,-213,0,0,0,0,0,0,0
jpbw,USA,4e+05,495000,3,-251,0,0,0,0,0,0,0,0,0,0,0,0,7,244,-251,0,0,0,0,0,0,0
jpbw,USA,425000,945000,3,-62,0,0,0,0,0,0,0,54,-54,0,0,0,0,0,0,0,0,0,0,0,39,-39
jpbw,USA,450000,495000,4,-900,-58,844,-844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100
jpbw,USA,450000,470000,4,-337,-18,131,-131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
jpbw,USA,475000,520000,3,-53,0,0,0,0,0,0,43,-43,0,0,0,0,0,0,0,0,0,10,-10,0,0,0
jpbw,USA,5e+05,820000,3,-81,0,0,0,0,0,0,0,8,73,-81,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,5e+05,795000,4,-195,0,0,0,0,0,0,82,35,-55,-62,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,5e+05,770000,3,-281,0,0,0,0,0,0,0,148,15,-163,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,5e+05,745000,4,-555,0,0,0,0,0,0,0,250,115,-356,-9,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,5e+05,720000,5,-285,0,0,0,0,0,0,42,-32,260,-267,-3,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,525000,820000,7,-245,0,0,0,0,19,62,38,-16,-53,-41,-9,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,525000,795000,7,-924,0,0,0,0,367,262,-356,98,172,-505,-38,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,525000,770000,3,-86,0,0,0,0,0,0,0,7,30,-37,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,550000,820000,4,-123,0,0,0,0,87,-83,-4,71,-71,0,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,550000,795000,4,-182,0,0,0,0,140,-63,-77,20,-20,0,0,0,0,0,0,0,0,0,0,0,0,0
jpbw,USA,550000,745000,4,-380,288,-288,0,0,0,0,0,75,8,-83,0,0,0,0,0,0,0,0,0,0,0,0
