SPECIES,SOURCE,X,Y,DEF,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
fe,USA,-2075000,425000,11,0,0,0,0,0,0,0,0,1,-1,2,14,-14,17,-19,14,54,425,232,-341,-384,622,-622
fe,USA,-2075000,4e+05,11,0,0,0,0,0,0,0,0,0,1,2,-2,-1,3,-1,9,91,228,70,-313,-87,133,-133
fe,USA,-2075000,375000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,18,-5,-23,7,-6,-1,0
fe,USA,-2050000,825000,4,0,0,0,0,2,-2,1,-1,1,-1,0,0,0,0,0,0,0,0,0,0,2,-2,0
fe,USA,-2050000,775000,4,0,0,0,0,0,0,2,0,-2,0,0,0,0,0,0,0,0,0,0,0,7,-5,-2
fe,USA,-2050000,750000,3,0,0,0,0,0,0,5,0,-5,0,0,0,0,0,0,0,0,0,1,-1,0,0,0
fe,USA,-2050000,725000,10,0,0,0,0,2,1,27,-22,-7,0,-1,0,0,0,0,0,0,1,11,-11,2,-3,0
fe,USA,-2050000,7e+05,8,0,0,0,0,5,24,-1,-11,-17,0,0,0,0,0,0,0,0,1,6,-7,1,4,-5
fe,USA,-2050000,675000,7,0,0,0,0,9,19,32,-25,-35,0,0,0,0,0,0,0,0,1,1,-1,-1,0,0
fe,USA,-2050000,650000,7,0,0,0,0,16,142,-36,-59,-63,0,0,0,0,0,0,0,0,1,-1,0,3,10,-13
fe,USA,-2050000,625000,12,0,0,0,1,19,130,-45,-52,-53,0,0,0,4,-4,0,2,-2,3,1,6,35,-43,-2
fe,USA,-2050000,6e+05,6,0,0,0,0,17,8,-17,0,-8,0,0,0,0,0,0,0,0,0,0,0,2,62,-64
fe,USA,-2050000,575000,5,0,0,0,0,1,-1,3,5,-8,0,0,0,0,0,0,0,0,1,2,-3,0,0,0
fe,USA,-2050000,550000,23,-40,1,3,-1,7,46,171,-121,-95,54,-14,-39,60,-58,-8,8,-2,127,-44,15,-42,127,-73
fe,USA,-2050000,525000,23,-3,0,0,-1,4,32,3,-22,-15,12,-1,16,-18,15,4,-18,416,-212,188,-39,-84,1793,-2057
fe,USA,-2050000,5e+05,7,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,2,-2,103,24,-127,44,-38,158,-164
fe,USA,-2050000,475000,10,0,0,0,0,0,0,0,0,0,0,0,0,2,12,70,-80,29,-17,-4,51,-54,305,-314
fe,USA,-2050000,450000,13,0,0,0,0,0,0,0,0,0,17,-2,61,47,-23,69,-153,124,504,-110,-155,-267,1182,-1294
fe,USA,-2050000,425000,15,0,0,0,0,0,0,0,3,-2,4,4,39,-23,56,-42,-22,49,407,-205,1,-234,911,-946
fe,USA,-2050000,4e+05,12,0,0,0,0,0,0,0,0,0,0,3,-1,4,3,-6,-1,11,82,-68,-11,-10,141,-147
fe,USA,-2050000,375000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,83,-93,3,-20,56,42,-98
fe,USA,-2050000,350000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,-18,51,-45,-6
fe,USA,-2050000,325000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-3,-1,0,0,0
fe,USA,-2050000,275000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,29,7,1,-55,30,-30
fe,USA,-2050000,250000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,11,18,-23,-6,0,0
fe,USA,-2050000,-350000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-5,60,-46,-14,0,0
fe,USA,-2025000,9e+05,4,0,0,0,0,0,0,0,0,2,-1,-1,0,0,0,0,0,0,0,0,0,2,-1,-1
fe,USA,-2025000,875000,3,0,0,0,0,0,0,2,-2,2,-2,0,0,0,0,0,0,0,0,0,0,1,-1,0
fe,USA,-2025000,825000,7,0,0,0,1,0,0,3,-4,0,0,0,0,1,-1,0,0,0,0,0,1,3,-4,0
fe,USA,-2025000,8e+05,7,0,0,0,0,1,-1,2,-1,0,-1,1,-1,1,-1,0,0,0,0,0,0,1,-1,0
fe,USA,-2025000,750000,10,0,0,0,0,23,-5,48,-11,-54,-1,0,0,0,1,-1,0,0,0,1,2,-2,3,-4
fe,USA,-2025000,725000,8,0,0,0,3,13,13,53,-23,-58,0,-1,0,0,0,0,0,0,0,2,-2,0,0,0
fe,USA,-2025000,7e+05,7,0,0,0,0,23,-2,52,-30,-43,0,0,0,0,0,0,0,1,0,-1,0,0,2,-2
fe,USA,-2025000,675000,12,-2,0,0,0,5,19,68,-17,-75,0,0,1,-1,0,0,0,1,4,-4,-1,2,5,-5
fe,USA,-2025000,650000,12,0,0,0,0,1,87,97,-56,-107,-22,0,0,15,-15,0,0,0,5,1,19,-22,65,-13
fe,USA,-2025000,625000,14,0,0,0,0,3,62,79,-86,-57,0,5,-6,10,-9,-1,0,0,22,-16,34,-22,25,-43
fe,USA,-2025000,6e+05,20,0,0,0,6,31,181,2,-141,-72,13,-17,-2,14,13,-15,-10,1,13,-8,47,-55,8,-3
fe,USA,-2025000,575000,22,-8,1,1,3,39,168,115,-222,-97,42,-44,-5,22,-11,-9,-3,20,-5,21,53,-33,115,80
fe,USA,-2025000,550000,24,-73,-6,2,2,13,182,346,-259,-273,152,-133,-21,116,-54,-73,0,84,143,155,6,-320,488,102
fe,USA,-2025000,525000,20,-2,0,0,5,11,190,-82,-13,-109,1,-3,1,9,3,-6,12,-2,109,142,-102,-65,138,-194
