SPECIES,SOURCE,X,Y,DEF,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
wpb,USA,-2e+06,450000,10,0,0,0,0,0,0,0,0,0,0,12,-9,38,16,337,-220,39,-44,-117,-13,-39,0,0
wpb,USA,-2e+06,425000,11,0,0,0,0,0,0,0,0,0,0,0,32,93,41,538,-461,82,-263,649,-542,-159,60,-70
wpb,USA,-2e+06,4e+05,11,0,0,0,0,0,0,0,0,0,0,3,1,66,-28,49,55,68,-98,1221,-1118,-149,-70,0
wpb,USA,-2e+06,375000,11,0,0,0,0,0,0,0,0,0,0,0,2,304,-273,12,47,-9,171,231,-323,-121,-33,-8
wpb,USA,-2e+06,350000,11,0,0,0,0,0,0,0,0,0,0,1,56,323,-352,101,-48,-3,315,1299,-1388,-164,-140,0
wpb,USA,-2e+06,325000,8,0,0,0,0,0,0,0,0,0,0,0,10,34,-44,66,-60,1,53,591,-651,302,-302,0
wpb,USA,-2e+06,3e+05,10,0,0,0,0,0,0,0,0,0,0,0,3,17,-19,34,-13,65,200,981,-1230,118,-156,0
wpb,USA,-2e+06,275000,8,0,0,0,0,0,0,0,0,0,0,0,2,14,-16,17,-17,51,315,-84,-275,75,-82,0
wpb,USA,-2e+06,250000,9,0,0,0,0,0,0,0,0,0,0,0,5,2,-1,111,-111,19,338,-102,-261,37,-37,0
wpb,USA,-2e+06,225000,11,0,0,0,0,0,0,0,0,0,0,1,16,11,1,322,-311,-39,85,1233,-1226,-46,-47,0
wpb,USA,-2e+06,2e+05,12,0,0,0,0,0,0,0,0,0,0,4,33,-8,-27,52,6,-32,49,3146,-3196,83,-104,-6
wpb,USA,-2e+06,175000,12,0,0,0,0,0,0,0,0,0,0,2,5,0,5,73,-64,-13,17,2530,-2523,21,-45,-8
wpb,USA,-2e+06,150000,11,0,0,0,0,0,0,0,0,0,0,5,10,7,-17,42,-32,29,116,2223,-2166,-217,6,-6
wpb,USA,-2e+06,125000,11,0,0,0,0,0,0,0,0,0,0,1,29,-16,-12,51,-36,47,67,3182,-2981,-298,-34,0
wpb,USA,-2e+06,1e+05,12,0,0,0,0,0,0,0,0,0,0,1,5,25,-30,18,-2,108,249,1824,-1761,-401,-32,-4
wpb,USA,-2e+06,75000,13,0,0,0,0,0,0,0,1,-1,0,1,7,1,-6,2,21,184,57,2712,-2859,-44,-72,-4
wpb,USA,-2e+06,50000,13,0,8,-8,0,0,0,0,0,0,0,4,2,-5,0,2,4,64,143,1710,-1597,-317,15,-25
wpb,USA,-2e+06,25000,8,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,2,30,96,1168,-1297,44,-29,-15
