SPECIES,SOURCE,X,Y,DEF,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
dfb,USA,-1925000,1200000,14,3,-4,0,0,51,-44,-7,3,1,6,-9,3,4,-2,-6,0,0,0,1,0,-1,0,1
dfb,USA,-1925000,1175000,14,10,-10,-1,0,3,-3,0,41,75,-106,-9,0,13,-10,-4,0,11,-10,-1,3,-3,0,0
dfb,USA,-1925000,1150000,18,0,12,-11,0,3,-4,6,-3,7,-6,-3,9,14,-13,-12,0,3,-2,-1,0,8,-8,0
dfb,USA,-1925000,1125000,18,0,29,-23,2,-4,6,-4,-6,3,4,-4,27,-19,-2,-6,-3,1,5,-2,-1,1,-4,0
dfb,USA,-1925000,1100000,21,4,20,-6,-8,3,-4,-9,12,1,-11,3,99,-61,-25,-15,0,19,-8,-6,12,-14,-5,-1
dfb,USA,-1925000,1075000,20,0,4,11,-13,0,-3,4,-4,4,0,-1,42,-28,-13,-4,2,2,-1,10,-10,18,-20,-1
dfb,USA,-1925000,1050000,19,3,9,16,-22,-3,-1,7,-8,4,0,-2,18,-3,-17,-1,0,5,-2,7,-8,-2,4,-4
dfb,USA,-1925000,1025000,18,4,1,0,-4,1,0,6,2,-10,0,2,7,-6,-2,-1,0,2,0,2,-3,20,-20,-1
dfb,USA,-1925000,1e+06,14,0,6,-3,-1,-2,0,0,1,2,0,-3,6,-4,2,-1,-2,0,-1,1,0,-1,0,0
dfb,USA,-1925000,975000,17,0,6,-6,1,-1,1,7,-4,-3,6,-6,9,-9,1,1,-3,3,-2,-1,2,-1,0,-1
dfb,USA,-1925000,950000,3,0,0,0,0,0,0,0,1,-1,0,0,1,-1,0,0,0,1,-1,0,0,0,0,0
dfb,USA,-1925000,9e+05,6,0,0,0,0,0,0,1,-1,5,-5,2,-2,1,2,-3,0,1,-1,0,0,0,0,0
dfb,USA,-1925000,875000,19,1,7,-8,3,1,-2,-1,5,22,-20,-3,2,15,-21,0,-1,4,4,-3,-2,-3,2,-2
dfb,USA,-1925000,850000,20,0,5,8,-10,11,-12,7,-6,9,-8,2,0,4,-7,-2,1,-1,14,-13,-2,1,5,-6
dfb,USA,-1925000,825000,21,0,10,-7,-2,5,-4,10,-8,10,-13,0,0,28,-20,-7,-1,5,-3,-1,3,-4,0,-1
dfb,USA,-1925000,8e+05,17,0,9,-3,-7,0,4,-4,1,1,0,-2,0,7,-6,0,6,-7,2,-1,2,2,-3,-2
