SPECIES,SOURCE,X,Y,DEF,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
wbbb,CA,-1478963.8779,1430940.4511,14,0,0,0,1,-1,11,-9,-2,0,1,1,-2,1,0,4,0,3,-4,1,-3,4
wbbb,CA,-1453963.8779,1430940.4511,18,15,-1,-14,7,-7,45,-28,7,-11,-4,-3,-5,-1,6,10,3,21,-11,41,-8,-48
wbbb,CA,-1428963.8779,1430940.4511,17,16,-14,-2,5,-5,20,-9,7,-17,5,-4,-2,0,32,-27,6,6,-11,18,17,-24
wbbb,CA,-1403963.8779,1430940.4511,16,0,0,0,0,0,12,-11,5,-1,-3,7,-8,5,3,-4,21,-8,-15,22,3,-5
wbbb,CA,-1378963.8779,1430940.4511,16,0,0,0,0,0,4,12,1,14,-25,9,-14,2,9,1,40,-11,-12,5,-7,35
wbbb,CA,-1853963.8779,1455940.4511,8,0,0,0,0,0,0,1,3,-3,-1,0,0,0,0,13,-1,7,-19,1,2,-3
wbbb,CA,-1828963.8779,1455940.4511,12,0,0,0,0,0,3,2,18,15,-38,1,-1,12,-12,57,-15,-15,-5,-2,0,-20
wbbb,CA,-1803963.8779,1455940.4511,19,-6,0,-1,0,0,16,-8,16,5,-22,4,-10,3,3,48,-17,17,-9,-30,9,-1
wbbb,CA,-1778963.8779,1455940.4511,21,7,0,-8,-2,10,45,-2,26,-57,-13,-6,21,5,-11,90,-46,11,-48,29,-13,-23
wbbb,CA,-1753963.8779,1455940.4511,17,-1,0,5,-3,3,6,-11,9,0,-9,0,3,20,-19,10,1,11,-23,16,-5,-10
wbbb,CA,-1728963.8779,1455940.4511,10,0,1,-1,0,0,0,0,0,0,0,0,21,-12,-4,12,-5,8,-7,-5,-1,-7
wbbb,CA,-1703963.8779,1455940.4511,19,4,8,1,7,-14,20,-25,-2,0,17,-3,6,27,3,-4,-19,17,-34,2,-1,-11
wbbb,CA,-1653963.8779,1455940.4511,12,-5,-5,20,-17,4,-8,0,0,0,11,-11,2,2,-4,2,-2,0,0,6,-2,-4
wbbb,CA,-1628963.8779,1455940.4511,22,4,15,-4,18,-10,19,4,-11,1,4,61,8,-18,7,14,-34,34,-71,26,-11,-42
wbbb,CA,-1603963.8779,1455940.4511,15,-6,2,-1,-2,0,6,-6,0,0,0,8,-7,2,4,-5,1,5,-4,5,-6,-3
wbbb,CA,-1578963.8779,1455940.4511,22,-16,11,25,62,26,139,62,-108,-86,64,65,-32,45,-58,-25,22,45,-162,173,-48,-220
wbbb,CA,-1553963.8779,1455940.4511,22,5,-2,0,-2,12,78,49,-48,-11,14,38,-35,17,-6,7,-34,79,-131,131,-103,-48
wbbb,CA,-1528963.8779,1455940.4511,18,0,3,-3,1,0,16,-1,-5,-11,10,4,-13,1,0,7,-1,16,-17,18,-7,-14
wbbb,CA,-1503963.8779,1455940.4511,14,34,-34,0,0,0,7,-4,1,-4,11,-6,-5,0,5,7,-8,4,-3,9,-5,-7
wbbb,CA,-1478963.8779,1455940.4511,11,0,0,0,0,0,9,-6,8,-10,2,-3,1,-1,2,1,-3,6,-5,-1,6,-6
wbbb,CA,-1453963.8779,1455940.4511,20,22,-22,3,-2,7,87,-64,18,5,-11,-22,4,4,1,16,-24,94,-42,-5,49,-46
wbbb,CA,-1428963.8779,1455940.4511,17,2,-2,0,1,-1,4,17,-10,-8,14,-13,-3,4,1,-6,2,24,-21,22,2,8
wbbb,CA,-1403963.8779,1455940.4511,16,0,0,0,0,0,8,-7,10,-8,2,-1,-3,4,19,-20,8,10,-13,-1,24,3
wbbb,CA,-1378963.8779,1455940.4511,11,0,0,0,0,0,2,-2,2,1,-3,0,0,1,-1,3,3,8,-9,6,-9,2
wbbb,CA,-2078963.8779,1480940.4511,4,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,10,7,-13,-4,0
wbbb,CA,-2053963.8779,1480940.4511,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,-13,34,-35,0
