SPECIES,SOURCE,X,Y,DEF,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
mpb,USA,-1925000,6e+05,15,-50,38,-40,0,24,52,16,111,465,315,46,462,2633,-3068,-1057,0,0,0,0,0,0,0,0
mpb,USA,-1925000,575000,15,-3,1,4,-3,30,57,96,-140,8,352,267,-224,4930,-4763,-618,0,0,0,0,0,0,0,0
mpb,USA,-1925000,550000,12,0,1,-1,4,8,-11,3,0,0,66,-37,23,757,-741,-72,0,0,0,0,0,0,0,0
mpb,USA,-1925000,525000,12,4,-2,-2,0,21,-6,7,-3,-12,26,126,-29,620,-714,-36,0,0,0,0,0,0,0,0
mpb,USA,-1925000,5e+05,11,0,1,-1,0,6,26,-14,2,-8,-12,22,-11,251,-240,-22,0,0,2,-2,0,0,0,0
mpb,USA,-1925000,250000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,41,-48,0,9,-9,0,0,0,0
mpb,USA,-1925000,2e+05,8,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,10,-9,1,-2,0,10,0,69,-65
mpb,USA,-1925000,175000,18,0,0,0,0,0,2,41,-6,-24,-3,16,0,-4,-13,-3,2,79,21,8,-113,67,357,-303
mpb,USA,-1925000,150000,15,0,0,0,0,0,1,-1,3,-1,7,-3,5,-8,2,13,-10,-8,29,191,-205,-15,67,-16
mpb,USA,-1925000,125000,18,16,-16,13,-8,-5,0,0,1,14,64,-12,42,-89,-4,-11,-5,10,-8,16,-7,-9,50,-46
mpb,USA,-1925000,1e+05,16,0,0,0,0,0,0,2,-2,2,0,6,-7,0,14,-6,34,-12,9,-5,-15,3,4,-6
mpb,USA,-1925000,75000,16,0,0,0,0,1,0,-1,0,10,-9,0,20,-19,1,10,135,-16,-43,-26,-41,-9,57,-70
mpb,USA,-1925000,50000,23,3,1,-2,0,4,-1,-5,-1,8,-2,122,0,-83,4,7,99,-53,-20,-9,45,-113,91,-89
mpb,USA,-1925000,25000,18,0,0,2,4,-4,-2,0,0,1,0,50,-8,-11,-18,-9,36,65,-62,-33,113,-117,86,-68
