SPECIES,SOURCE,X,Y,DEF,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
wsbw,CA,-1753963.8779,1505940.4511,11,1,-1,1,42,-41,83,343,-131,64,-128,-2,-231,5,-5,0,0,0,0,0,0,0
wsbw,CA,-1728963.8779,1505940.4511,7,0,0,0,0,0,0,364,-138,20,212,-190,-268,34,-2,-32,0,0,0,0,0,0
wsbw,CA,-1703963.8779,1505940.4511,11,0,0,1,-1,0,0,444,240,-344,-26,365,-555,-67,23,-80,0,0,0,23,19,-42
wsbw,CA,-1678963.8779,1505940.4511,10,0,0,0,0,0,0,50,133,333,-452,88,28,1,14,-100,-92,-3,0,0,0,0
wsbw,CA,-1653963.8779,1505940.4511,9,0,0,0,0,0,0,1,269,203,-445,69,-34,-57,53,-58,-1,0,0,0,0,0
wsbw,CA,-1628963.8779,1505940.4511,6,0,0,0,0,0,0,7,150,-40,-37,-37,-39,-4,0,0,0,0,0,0,0,0
wsbw,CA,-1603963.8779,1505940.4511,4,0,0,0,0,0,0,0,11,33,9,-49,-4,0,0,0,0,0,0,0,0,0
wsbw,CA,-1878963.8779,1530940.4511,3,0,0,0,0,1,-1,2,10,-12,0,0,0,0,0,0,0,0,0,0,0,0
wsbw,CA,-1853963.8779,1530940.4511,6,0,0,14,49,-20,-15,43,111,-182,0,0,0,0,0,0,0,0,0,0,0,0
wsbw,CA,-1828963.8779,1530940.4511,7,0,0,27,125,-67,-38,76,194,-317,0,0,0,10,-10,0,0,0,0,0,0,0
wsbw,CA,-1803963.8779,1530940.4511,18,0,3,9,42,101,-106,206,7,-177,-66,-2,-15,70,-38,-32,-2,0,6,8,15,-14
wsbw,CA,-1778963.8779,1530940.4511,12,10,25,-1,36,-35,67,118,273,-195,-228,79,-149,3,-3,0,0,0,0,0,0,0
wsbw,CA,-1753963.8779,1530940.4511,14,68,32,191,-167,-49,138,218,-23,81,-69,240,-658,15,-8,-9,0,0,0,0,0,0
wsbw,CA,-1728963.8779,1530940.4511,14,-1,0,119,-101,81,-93,164,-31,141,-35,-87,-143,4,-13,1,-7,0,0,0,0,0
wsbw,CA,-1703963.8779,1530940.4511,11,0,0,0,0,0,0,177,131,-297,104,473,-520,-56,65,-77,0,0,0,24,79,-63
wsbw,CA,-1653963.8779,1530940.4511,6,0,0,0,0,0,0,0,42,85,-126,28,-20,-9,0,1,-1,0,0,0,0,0
wsbw,CA,-1628963.8779,1530940.4511,7,0,0,0,0,0,0,129,59,2,-142,6,-44,-10,0,4,-4,0,0,0,0,0
wsbw,CA,-1603963.8779,1530940.4511,3,0,0,0,0,0,0,0,48,-36,-12,7,-7,0,0,0,0,0,0,0,0,0
wsbw,CA,-1878963.8779,1555940.4511,5,0,10,-10,4,-3,-1,0,0,0,0,0,0,0,0,1,15,-16,0,0,0,0
wsbw,CA,-1853963.8779,1555940.4511,10,0,0,23,31,2,-53,48,-20,-26,-5,19,32,72,-123,0,0,0,0,0,0,0
wsbw,CA,-1828963.8779,1555940.4511,12,-4,0,43,42,83,94,225,-322,55,-95,70,-13,142,-324,0,0,0,0,0,0,0
wsbw,CA,-1803963.8779,1555940.4511,10,0,0,0,18,76,226,247,-283,-93,-162,35,-64,115,-113,-2,0,0,0,0,0,0
wsbw,CA,-1778963.8779,1555940.4511,13,23,-19,-7,61,-12,164,24,132,-209,-116,95,-138,2,-3,0,0,0,0,0,0,0
wsbw,CA,-1753963.8779,1555940.4511,13,0,23,628,-327,3,53,-29,135,-253,-32,23,-113,-111,1,7,-8,0,0,0,0,0
wsbw,CA,-1728963.8779,1555940.4511,14,0,155,845,528,294,-542,-101,-17,38,-491,-193,-373,-84,-1,1,-59,0,0,0,0,0
wsbw,CA,-1703963.8779,1555940.4511,12,0,0,6,611,-462,4,17,327,217,-400,-205,128,-243,38,13,-51,0,0,0,0,0
wsbw,CA,-1653963.8779,1555940.4511,4,0,0,0,0,0,0,6,71,52,-129,4,-4,0,0,0,0,0,0,0,0,0
wsbw,CA,-1878963.8779,1580940.4511,3,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,3,-3,0,0,0,0
wsbw,CA,-1853963.8779,1580940.4511,7,0,7,1,-8,3,-3,15,-11,-4,0,0,9,16,-25,0,0,0,0,0,0,0
wsbw,CA,-1828963.8779,1580940.4511,10,0,0,0,14,23,46,40,-66,-29,31,-10,4,32,-85,0,0,0,0,0,0,0
wsbw,CA,-1778963.8779,1580940.4511,13,9,-10,193,-105,353,-77,-63,182,-57,-426,0,29,249,126,-404,0,0,0,0,0,7
wsbw,CA,-1753963.8779,1580940.4511,13,0,19,296,-160,580,-438,32,105,-103,-194,-137,86,220,139,-413,-32,0,0,0,0,0
wsbw,CA,-1728963.8779,1580940.4511,11,0,74,193,-100,1390,-1261,151,-58,-101,-72,-114,-82,-20,0,0,0,0,0,0,0,0
wsbw,CA,-1703963.8779,1580940.4511,8,0,0,0,33,39,-4,45,95,129,-228,4,-113,0,0,0,0,0,0,0,0,0
wsbw,CA,-1628963.8779,1580940.4511,3,0,0,0,0,0,0,0,3,14,-17,3,-3,0,0,0,0,0,0,0,0,0
wsbw,CA,-1778963.8779,1605940.4511,16,-37,0,336,369,-218,-200,-89,508,-326,-260,-120,512,37,-124,-375,-50,0,0,137,-112,-4
wsbw,CA,-1753963.8779,1605940.4511,15,0,288,1709,-425,290,-1035,206,4,216,-439,-658,1089,-71,-581,-420,-173,0,0,59,-59,0
wsbw,CA,-1728963.8779,1605940.4511,11,0,122,1273,-1167,515,-743,0,384,327,-695,75,103,-164,54,-84,0,0,0,0,0,0
wsbw,CA,-1703963.8779,1605940.4511,15,0,616,431,21,78,-802,271,10,293,-50,-868,0,0,208,-188,29,-12,-37,25,9,-34
wsbw,CA,-1678963.8779,1605940.4511,3,0,0,0,0,0,0,0,11,-8,40,-43,0,0,0,0,0,0,0,0,0,0
wsbw,CA,-1803963.8779,1630940.4511,9,0,0,0,2,12,20,-26,4,-4,-8,0,22,-7,-14,-1,0,0,0,0,0,0
wsbw,CA,-1778963.8779,1630940.4511,14,0,0,307,400,439,-694,-54,522,-210,331,-789,817,-289,-556,-221,0,-3,0,0,0,0
wsbw,CA,-1753963.8779,1630940.4511,15,0,1437,236,134,48,-949,487,-288,254,-415,-939,1525,-379,-1017,-129,0,-5,0,0,0,0
wsbw,CA,-1728963.8779,1630940.4511,13,0,237,1707,-65,-1310,-540,362,192,-316,179,-217,508,-727,-10,0,0,8,-8,0,0,0
wsbw,CA,-1703963.8779,1630940.4511,15,0,477,438,-108,-646,-77,183,-35,-11,-51,-170,0,0,6,-4,0,5,-7,17,-11,-6
wsbw,CA,-1803963.8779,1655940.4511,10,0,0,0,0,179,109,313,-212,18,42,-359,-45,28,19,-92,0,0,0,0,0,0
wsbw,CA,-1778963.8779,1655940.4511,16,0,0,274,61,459,128,39,-169,-37,390,-1078,618,-558,4,-128,-1,-2,0,18,-3,-15
wsbw,CA,-1753963.8779,1655940.4511,18,0,543,642,52,78,-622,566,-229,-121,521,-359,265,-1151,-108,10,-68,-19,0,151,135,-46
wsbw,CA,-1728963.8779,1655940.4511,16,0,0,965,801,-339,50,217,-358,-401,329,142,467,-1862,7,10,-23,-5,0,219,-70,-149
wsbw,CA,-1703963.8779,1655940.4511,5,0,0,41,23,-64,13,-13,0,3,-3,0,62,-62,0,0,0,0,0,0,0,0
wsbw,CA,-1828963.8779,1680940.4511,6,0,0,0,0,0,191,-79,-4,-98,193,-203,137,-137,0,0,0,0,0,0,0,0
wsbw,CA,-1803963.8779,1680940.4511,11,0,0,0,0,696,552,-246,-110,-133,527,-1017,598,-786,-20,-52,-9,0,0,0,0,0
wsbw,CA,-1778963.8779,1680940.4511,11,0,0,146,176,430,71,-119,-313,85,392,-848,873,-893,4,-4,0,0,0,0,0,0
