SPECIES,SOURCE,X,Y,DEF,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
dfb,CA,-1728963.8779,1380940.4511,7,4,-4,0,2,-2,0,0,0,0,0,0,1,-1,0,0,0,1,5,-5,-1,1
dfb,CA,-1678963.8779,1380940.4511,6,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,2
dfb,CA,-1653963.8779,1380940.4511,6,1,0,0,1,-2,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,1
dfb,CA,-1628963.8779,1380940.4511,7,0,3,-3,1,-1,1,-1,1,-1,1,-1,0,0,0,0,1,-1,0,0,0,3
dfb,CA,-1603963.8779,1380940.4511,3,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,3,-3
dfb,CA,-1578963.8779,1380940.4511,9,1,1,-2,0,6,-6,0,0,0,0,0,0,1,-1,0,3,-3,10,8,6,-11
dfb,CA,-1553963.8779,1380940.4511,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,-5,1,1
dfb,CA,-1528963.8779,1380940.4511,6,0,0,0,1,-1,0,0,0,2,-2,0,0,0,0,0,0,1,-1,2,0,1
dfb,CA,-1478963.8779,1380940.4511,10,0,0,0,0,0,0,0,0,5,-5,5,1,-5,0,0,-1,2,1,-2,-1,1
dfb,CA,-1453963.8779,1380940.4511,11,2,1,-4,0,0,1,0,-1,0,1,0,2,-3,0,1,-1,0,2,-2,1,-1
dfb,CA,-1403963.8779,1380940.4511,10,25,-20,-5,7,-7,3,-1,0,-2,0,1,-1,0,0,0,0,1,-1,0,1,5
dfb,CA,-1378963.8779,1380940.4511,16,2,-2,0,1,-1,0,10,28,-10,-23,21,-16,4,-3,-5,1,4,-11,21,1,-3
dfb,CA,-2003963.8779,1405940.4511,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-2,0,0,15,-14,43,3
dfb,CA,-1903963.8779,1405940.4511,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-3,0,5,-5,2
dfb,CA,-1878963.8779,1405940.4511,7,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,6,-2,-2,30,-31,1
dfb,CA,-1853963.8779,1405940.4511,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-3,-1,3,-3,0
dfb,CA,-1803963.8779,1405940.4511,6,0,0,0,0,3,-2,0,-1,0,0,0,0,0,0,0,9,-9,1,-1,2,-2
dfb,CA,-1778963.8779,1405940.4511,9,0,0,2,-2,11,-11,5,-5,0,0,3,-2,-1,0,0,40,-38,5,-2,-5,0
dfb,CA,-1753963.8779,1405940.4511,3,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,1,1,-2,0,0,0
dfb,CA,-1728963.8779,1405940.4511,5,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,-4,1,1
dfb,CA,-1678963.8779,1405940.4511,10,0,0,1,-1,0,0,0,0,0,1,-1,0,1,0,0,-1,5,11,-7,-5,1
dfb,CA,-1653963.8779,1405940.4511,13,6,-5,0,0,-1,0,4,-4,0,1,-1,0,0,0,1,0,0,1,1,-1,4
dfb,CA,-1628963.8779,1405940.4511,10,1,1,0,-2,0,0,0,0,0,0,0,0,1,-1,3,-3,1,1,-1,0,2
dfb,CA,-1603963.8779,1405940.4511,8,2,1,-3,0,0,0,0,0,0,0,0,0,0,2,-2,0,1,3,2,2,-6
